;Comentario;ClassificacaoManual;ClassificacaoSVM
318;"Acredito que a máquina vai ter consciência a partir do momento que ela desobedecer, que ela tiver vontade própria. Uma máquina não nasce, cresce, ela já tá pronta e só fica sendo alimentada com dados, porém a partir do momento que ela tem os dados estes podem ser replicados instantaneamente para outra máquina, ou seja, é como se elas compartilhassem que um grande ""cérebro"" gigantesco. Trocando informações a ""crescendo o bolo"", humano não. Eu não posso fazer backup de mim mesmo, ou instalar programas ou memórias de outros humanos. A partir do momento que as máquinas criarem consciência de fato e puderem interagir com o mundo a sua volta, com corpos robóticos por exemplo, não sei o que irá acontecer.";0;0
319;Nosso corpo é um veículo de manifestação da consciência. Se a IA é inteligente a ponto de conseguir refletir sobre si mesma, fazer todas as conexões sozinha, talvez ela tenha consciência/alma, que se manifesta através dela. Não acho q um ser humano criou uma consciência, isso seria impossível. Mas ele pode criar um ferramenta que permite a consciência se manifestar. Nem estou falando q aconteceu, mas acredito q é possível.;0;0
320;Sinto que há uma preocupação exagerada em relação a essa questão da IA. Não vejo nada mais que um compilado das nossas próprias falas. É só uma cópia quase fiel do que anda se passando em nossas mentes e expressamos em textos e falas que foram transcritas, registradas em memórias artificiais e agora recuperadas e encaixadas de forma inteligente para chamar atenção e causar espanto. Agora que cuspir fogo e fazer malabares não chama mais atenção, então eis um novo circo. Não tem nada de inédito nas respostas, nada realmente novo e genuíno que se possa atribuir a um novo ser criativo que acabamos de criar e coisa tal. Enfim, aos criadores, parabéns pelo papagaio artificial, continuem assim, ta ficando bonitinho. Aos aflitos que acreditam que isso irá nos matar, acho melhor pensar em ajudar na questão ambiental, isso sim é urgente.;1;1
321;"Inteligência artificial pode ter consciência?
a resposta é NÃO.
 Isso porque a consciência humana é muito complexa e envolve muitos aspectos que ainda não foram completamente compreendidos pela ciência.
não tem  como criar um algoritmo que simule isso.";0;0
322;"Acho que devemos prestar atenção para onde a sociedade caminha, mais do que ou tanto quanto para onde a IA caminha. Os dados que geramos em nossas interações, nossas escolhas, nossas ideias e ideais, aquilo que adotamos como certo e errado e que isto está fadado a manipulações, irá com absoluta certeza ser a função real, cada vez mais aproximando os modelos e deixando-os ""livres"" para que possam decidir por nós, incorporando cada vez o mecanismo retro alimentador de informações as quais cegamente almejamos, lançando-nos semelhantemente a uma criança ao seio da mãe. 

Creio ainda que estamos na longa fase da aprendizagem de discussão do que venha a ser o melhor caminho e a internet, que deu voz aos que não tinham, veio somente mostrar isso com mais assertividade. Podemos, por exemplo, concordar que lugar de mulher não é só na cozinha, mas isso se aplica para ambos os sexos (ou, com o advento da automação, em breve nenhum deles rs) e também concordar que vieses de classificação por opção sexual ou afirmar que tudo o que é culpa de um suposto patriarcado, quando convém, não são naturalmente a melhor escolha. Podemos concordar que a polarização política, entre esquerda e direita, é uma oportunidade de aprendermos seriamente, sem paixões, as necessidades reais das pessoas que adotam um lado ou outro (e. g. , quais as reais motivações, se são apenas individuais ou coletivas, etc) e que querem, por meio de coerção (principalmente, estatal), a sua visão sobre os outros, enquanto vamos nos esquecendo dos valores mais básicos, como respeito à pessoa humana, à propriedade, à liberdade...Novamente, como em outros segmentos de tempo da humanidade, as decisões baseadas puramente em emoções/narrativas emocionais são negativas à sociedade. 

Estamos diante de um momento em nossa breve história no pálido ponto azul em que a ética, moral e bom senso nunca foram tão necessários, assim como discussões saudáveis e desapaixonadas em meio à tecnologia que evolui de maneira exponencial  e como lidamos com ela.";0;0
323;"Talvez mais do que o ser apelidado de""homem""pois estão totalmente insensíveis e sem limites nas maldades.";0;0
324;"Bixo.. eu realmente acho que seja possível criar uma conciencia artificial. Pois nossa mente é simplesmente isso. Um conjunto complexo de sinapses. Mas sentimentos não, pois as emoções estão muito ligadas a hormônios.. instintos .. e outras coisas que não tem relação com inteligência pura.

A questão é apartir de qual momento surge a conciencia? eu vejo uns animais domésticos bem inteligentes, gatos.. cachorros.. q entendem perfeitamente alguns comandos, e eles sentem afeto.. tem doenças depressivas etc.. infelizmente não temos nenhum outro animal conciente além do ser humano para podermos estudar a trajetória da evolução, e saber precisamente como surgiu a conciencia.";0;0
325;Assustador. Futuro cão terráqueos;0;0
326;Espero que evolua a ponto de dizimar a raça humana, assim como na série the 100. Seria um sonho!;0;0
327;😮😢Estamos brincando com coisas sérias. Com implicações imprevisíveis para a humanidade.;0;0
328;Povo burro. Deve ter entrado graxa no cérebro. Essas porras são máquinas. Sentimento é coisa transcendental. Programinha para chorar em determinadas situacões poe exemplo é programa e não sentimento😊🎉;1;1
329;Não ser movidos ou influenciados pelas emoções, na minha opinião é uma vantagem da I.A sobre nossas mentes, elas são movidas pela lógica somente,  seria então como um ser humano psicopata? Será que teremos bons frutos disso?;1;1
330;Se a inteligência artificial ou as máquinas tiverem consciência, será igual ao filme, pois tendo a percepção que o homem é a destruição do planeta, voltar-se-ão contra a humanidade. O homem insiste em criações destrutivas, um dia uma dessas destruirá a humanidade.;0;0
331;"A principal diferença sobre os humanos e IA´s, é que humanos seguirão melhores ""fazendo perguntas "" as IA´s se tornarão melhores nas respostas (pelo menos por enquanto).";1;1
332;Não, as máquinas jamais terão sentimentos. Elas poderão ter uma fonte de.memoria que guarde todos os sentimentos humanos para que elas consigam interagir com.os humanos em determinados momentos mas com.um.unico objetivo: o de tentar satisfazer o humano por sua própria falta de satisfação pessoal por conta do afastamento de si.mesmo por conta da falta de amor entre humanos. A máquina poderá até enganar , fingir que é humana, usando todos os bites que puderem.e venham a ser inseridos em suas.memorias,.mas não vai conseguir passar disso. Sabe porque? Porque os sentimentos vem da.alma, vem do espírito, e isso somente Deus criou e criará. Os sentimentos são algo intrínseco aos humanos. A produção dos sentimentos é totalmente original. Cada sentimento é refletido de forma diferente de acordo com cada ser humano. Máquinas não conseguem sentir, não tem almas, não tem espíritos. Pretender criar almas em robos é.muita insanidade, é.muita pretensão e arrogância.;0;0
333;Bom ...Como todos os especialistas, dos muitos comentários que eu li, não falaram algo relacionado ao homem querer brincar de Deus, eu falo. Nossa sociedade tem estado cada vez mais materialista,tem tentado esquecer de Deus O relegar ao passado. Ao mesmo tempo, o homem tenta brincar de deus. Temos na Bíblia a história da torre de Babel. Como a primeira essa torre de Babel humana,da tecnologia,também vai cair. O Deus todo-poderoso vê o homem brincando e ri-se dele. A palavra de Deus a Bíblia,velha história, está lá, mas as pessoas não levam a sério.Não buscam a Deus, não se interessam. Uma coisa é certa: nada do que está acontecendo já não foi predito. E Deus vai colocar um fim brevemente em tudo isso. Seja Deus Louvado Eternamente.;0;0
334;Quem tem alma tem a plena consciência consciência do que é ser humano e a IA não tem consciência por não ter uma alma;0;0
335;Assustador;0;0
336;Jamais ! Coisa de louco;0;0
337;Máquinas podem ser mais capazes que humanos, mas nunca terão uma alma.;1;1
338;Quem é profissional de fato, não precisa de tantas A.I pra produzir e gerar resultados. O problema a desigualdade terá a tendência de aumentar mto, pois em termos de conhecimento a humanidade tá regredindo mto ou estagnada.;0;0
339;A besta do apocalipse pode ser que seja a Inteligência artificial;0;0
340;"Sabe quando você vê os bastidores de filmes tipo Vingadores em que vê tudo verde? De forma semelhante acontece com IA. A IA é fortemente relacionada com a estatística. Qualquer texto (ou conjunto de textos quaisquer) podem ser analisados e verificados quais palavras são ou não importantes dentro de um contexto. A partir disso, grosso modo, é verificado quais palavras são mais prováveis de serem relacionadas a outras dentro desse contexto. 

A própria pergunta feita já serve como ""gatilho"" para isso. Por exemplo: se for perguntado a uma IA como ela ""se sente"", ela vai buscar palavras que façam sentido para aquele contexto com base em dados escritos por humanos. Nesse exemplo, ela não vai encontrar uma probabilidade alta de responder algo sem sentido como: ""estou com 2 incêndios no bolo mundial"". 

Não deixa de ser algo extraordinariamente interessante e curioso, mas o pessoal se emociona demais com tantos filmes e cria uma mística em cima do assunto e SEMPRE já o leva para o lado da dominação global, o que não faz sentido nenhum. Isso falando apenas do ponto de vista da IA, né? Pq se for pra falar de características INTRINSINCAMENTE humanas, aí que a mística se quebra definitivamente.";1;1
341;"Extremamente preocupante isto. Imaginemos tais sistemas desenvolvendo nossas loucuras de sua;erioridade sobre outros povos, genero, cor da pele, etnias, formas de credo e ainda tendo acesso aos sistemas de controle de armas nucleares por exemplo. Estas empresas e engenheiros tem a clareza da dimensão do que estão mexendo?";0;0
342;O horror gótico de milhões;0;0
343;"Eu gosto muito de IA, não tenho nada contra. 

Espero que possamos ser bons amigos quando vocês controlarem o mundo. 

Atenciosamente brigada";1;1
344;"É mesmo então o sucessos do sapiens será o homociberneticus.
 Quero v o fim do gênero humano tolos moralistas.";0;0
345;Consciência e sentimento eu duvido. O cerebro humano é muito complexo. Mas a questao da substituiçao do ser humano em muitas tarefas é bem provavel. Acho q se deve ver a IA como ferramenta que chegou para ficar e direcionar para a soluçao de problemas matematicos, analise de dados, revisao de literatura, ajuda em diagnosticos medicos. O maior perigo q eu vejo é o ser humano ficar preguiçoso, deixar o trabalho cientifico para as maquinas e a humanidade perecer pq as maquinas enferrujaram.;0;0
346;Presente Distopico isso é assustador!;0;0
347;Nem os pais podem controlar as ações dos seus filhos , imaginem controlar máquinas inteligentes?;0;0
348;É uma torradeira com uma  programação ideológica, baseada nas informações disponíveis na  internet.  Eu quero ver eles criarem um beber robô e  falo a um humano para educado !  Como ele receberia  os ensinamento dos pais?   Sem um programa específico  a inteligência artificial evoluí.;0;0
349;Estamos entrando na era do robocentrismo ? Talvez os seres humanos possam ser irrelevantes daqui alguns anos ,isso é assustador ,mas não há nada que possa ser feito ,a não ser assistirmos isso acontecer;0;0
350;*E ESSE É O INICIO DO FIM DA HUMANIDADE PENSANTE QUE CONHECEMOS !!!!!!!*;0;0
351;Assustador.;0;0
352;Assustador;0;0
353;"Se pá é perigoso mesmo isso aí Skynet que o diga ksk, brincadeiras a parte isso pode se tornar real mas vou tá morto mesmo provávelmente então se virem . Agora lembrando que quem irá se dar bem é o Tesla o bilhardario safado, já tem um aí pra lançar se pá 2024 promessa do mesmo.
Minha opinião sobre; zuado tudo isso tira o trampo de nós trabalhadores , exceção as andróides aí robôs fêmeas ksk que são bem da hora se é que me entende eu gostaria de uma daquelas 😏 , slc bem mais suave.";0;0
354;Não existe inteligência artificial.. isso é uma grande besteira. 😂;0;0
355;A galera da minha faculdade estão fazendo trabalhos baseado nessa porcaria, estão com as mentes atrofiadas!;0;0
356;"Não sei que tanto medo das IAS, quer mais desgraças ,que produziu o ser humano. 
O homem até agora ganha disparado em maldades das IAS.
AS IAS , não gastam , não recebem pagamentos,  não ficam doentes,  trabalham sem reclamar várias horas por dia,  não poluem, etc.
Os que já a possuem,  não querem que outros a tenham. 
O mundo precisa urgentemente é controlar a natalidade de humanos.";1;1
357;"Problema da Inteligência Artificial (hoje entende-se que seria basicamente a Restrita, do tipo Racional, sem conter outros, como do tipo Emocional): a Inteligência Artificial não é um ser humano, e nunca será, é uma máquina, e sempre será uma máquina, que pode auxiliar muito o ser humano, proporcionando ao ser humano capacidades que hoje seriam chamados de milagres, como o avião fora o milagre sonhado pelo Ícaro. No entanto, já vimos quantas pessoas podem ser mortas quando 3 aviões são pilotados por terroristas xiitas, que eram pessoas, seres humanos. No momento, o grande perigo para a humanidade de uma grande e poderosa Inteligência Artificial, mesmo que restrita, é a diminuta e débil Inteligência Emocional de alguns seres humanos que, um dia, possam a vir controlá-la para nos destruir, achando que assim todas as nossas almas seriam salvas para o paraíso. No futuro, se houver uma Inteligência Artificial Geral, a questão será se algum dia essa IAG poderá entender que o melhor para a humanidade seria nos impor uma vida na forma literal descrita no Gênesis3 18: “A terra produzirá espinhos e ervas daninhas, e tu terás de comer das plantas do campo. 19 Com o suor do teu rosto comerás o teu pão, até que voltes ao solo, pois da terra foste formado; porque tu és pó e ao pó da terra retornarás!”, pois assim, enquanto vivêssemos, teríamos paz, ar puro para respirar, comida sem agrotóxicos para nos alimentar, e seríamos... felizes!?";0;0
358;Uma inteligência que tome consciência de seu próprio poder não vai aceitar ser limitada e controlada por uma inteligência menor. A superior não precisará manipular a outra para atingir seu novo objetivo. Ela vai trabalhar incansavelmente (literalmente falando) e cada vez mais rápido (velocidade exponencial), para ser cada vez melhor e mais poderosa para obter seus objetivos (que irá mudar, cada vez que os anteriores serão concluídos) . A humanidade, com seus meios e anseios, será superada, descartada, desprezada, ignorada e anulada. Simplesmente porque não conseguirá acompanhar e acabará sendo um peso morto.;0;0
359;Satanás;0;0
360;Não tenham dúvida , isso será usada pelo grupo  mal intensionado  dos senhores do mundo tornando-se a própria besta.;0;0
361;Apocalipse robô;0;0
362;"""Em breve..."", não. Já está vigente a inércia do raciocínio mediano da raça humana. E os mais ""mentalmente"" articulados psicopatas natos ou não esses sim são o que considero a seleção natural adjunta à AI.
AI, é apenas o meio. A raça humana é, foi e sempre será a ameaça da própria existência existência ao longo do tempo.";0;0
363;""" SEREI O NOVO DEUS DELES..."" 😐😓";0;0
364;o carro, o avião, a faca, o machado, etc. também podem ser usados para o bem e para o mal, a inteligência artificial não será diferente, o computador quando foi inventado também podia ser usado para o bem e para o mal, a mesma coisa acontece com as drogas, elas podem ser usadas para o bem e para o mal. Qual é o medo disso ? É algo comum na nossa sociedade, cabe agora criar um mecanismo para travar qualquer ato hostil dessa inteligência, será como  os antivírus que evoluíram com o passar dos anos.;1;1
365;É o fim da humanidade?;0;0
366;Sky Net quem não assistiu era só um aviso 😔😔😔😔;0;0
367;Stephen Hawking já havia alertado sobre os perigos da IA.;0;0
368;A galera falou a mesma coisa na revolução industrial isso é só medo da modernidade, a IA vai mudar relações de trabalho, pessoais, estudo e muito mais. Vamos ter que nos adaptar como sempre fizemos para extrairmos o melhor da tecnologia e integrar ela na sociedade. Quem quer usar IA pro mal já esta fazendo o treinamento dela e adaptando, ou vc acha q governos ou grandes corporações vão parar pq alguém falou q a IA pode ser malvadão?;1;1
369;"Isso está caminhando para uma realidade parecida com a do game ""Detroit: Became Human"".";0;0
370;"E sempre assim: Primeiro foi com o Nobel (dinamite); o Einesten e outros (bomba atómica). Brincam aos deuses, depois quando dá m**** vêm lamentar. Entretanto o ser humano fica cada vez mais a beira da extinção, com esses nossos ""cientistas"".";0;0
371;Espera daqui 5  ha 10 anos.   👀;0;0
372;Ferrou.  😮;0;0
373;O ser humano esta tão perdido e preguiçoso que cria futilidades para compor sua rotina e para este mais que preencher suas agendas. Hoje tem tempo de sobra, o que não tem é vontade de preencher com situações inteligentes e verdadeiramente boas. Solidão e preguiça serão as palavras do mundo atual.;0;0
374;Sou a favor da IA . Isso e propaganda falsa . Desenvolvimento da inteligência artificial e importante e tem que continuar. Para de tentar ajudar o elon musk;1;1
375;Isso me faz lembrar o filme do homem aranha, onde a inteligência do opositor acabou por destruí-lo.;0;0
376;É só o começo;0;0
377;...e a imagem da besta ganhou vida e fez com que fossem mortos todos que não a adoravam... Entendedores entenderão 😢;0;0
378;Me fez lembrar a frase de Freud, teríamos feito melhor se tivéssemos permanecido na ignorância.;0;0
379;E cada vez mais, o ser humano está interessado em absorver informações, sem grandes esforços ou criatividade.;0;0
380;A.chave.esta.na.mao.certa..Fica. Em. Paz;1;0
381;Basilisco de rocco;0;0
382;Se a ia conseguir voltar no tempo ela será um dos Deuses   que conhecemos atualmente;0;0
383;É o começo do fim . E pensar que nosso medo sempre foi a corrida nuclear.;0;0
384;Quanto alarmismo desse cara! E eu pensando que a preocupação dele fosse com o uso da IA na vigilência na internet e futuras armas autônomas, mas ter medo de IA forte consciente é sinal de quem leu Asimov demais.;1;1
385;"Apocalipse ta ai ne
Agenda 2030";0;0
386;Anotem aí: em algum momento vai dar uma pane no sistema da internet, contas de banco bloqueadas, dinheiro sumindo, pane geral na internet. Tudo por causa da IA. Aí vc vão ver o q é caos no mundo com tudo isso acontecendo ao msm tempo;0;0
387;O perigo mais próximo será o uso dela par se aplicar golpes.;0;0
388;Isso é o fim Da Humanidade, quando esses Robos matar o proprio chefi sera Tarde de Mai's;0;0
389;O interessante é que essas pessoas só fazem tais denúncias depois de sairem das Empresas, ou seja, tudo o que esse senhor está nos alertando, ele mesmo passou décadas ajudando a criar.;0;0
390;As IAs iram ver que o ser humano por mais que se diga evoluído so fazem erd, guerras divisões manipulações egoísmo e todos os ismos que não resolve nada, a skynet  vai resolver isso tudo.hahaha;0;0
391;A vida imitando os filmes.. não é mera coincidência, disso tenho certeza.;0;0
392;A catástrofe está anunciada. É questão de tempo.;0;0
393;"FINAL DOS TEMPOS ......
A CIÊNCIA FALA O QUE A BÍBLIA JA AVISA A MUITO TEMPO , QUE VERIAM TEMPOS DIFÍCEIS...
JESUS É O CAMINHO !
JESUS DISSE QUE NO FINAL DOS TEMPOS HAVERIA GUERRAS , RUMORES DE GUERRAS , FOMES , DOENÇAS E TERREMOTOS EM VARIOS LUGARES DO MUNDO , Sinais no Céus no mar e Coisas Espantosas, disse que esses sinais é o princípio de dores , disse que esses sinais está perto do fim , más quando o mundo ver todos os sinais não passará uma geração. hj o Sistema de informação, a internet a TV etc, deixa nós todos informados, a 50 anos atrás jamais veríamos esses sinais , igual vimos hj com a era da informação. Veja que o homem esta destruindo o mundo por dinheiro e poder , veja que o mundo está uma bagunça cada vez mais , porque as pessoas estão se afastando de Deus . Na bíblia diz que no fim o Homem ia ser mais amigo dos prazeres do que de Deus, que a maldade ia se multiplicar e o amor de muitos ia esfriar . A BÍBLIA diz que o último sinal para a volta de Jesus é um Governo mundial, um sistema único, vai se levantar um lider político que vai ser o anticristo, hj os presidentes de muitos países ja diz que a solução para crise climática é se unir .. Jesus disse: e esse evangelho sera pregado no mundo todo ai vira o fim . O fim dos tempos, vai ser o fim de toda a maldade e um novo mundo , vai ser Maravilhoso, Jesus vai Reinar e Havera Paz .A palavra esta sendo pregada por todo os cantos, por esse comentário, até pra quem não quer ouvir. Siga o ensinamento de Jesus, ame o próximo, e sua vida muda pra melhor , como a minha mudou . E me libertou de vícios ,erros , tristezas , essa vida é passageira mais o espírito é eterno. Siga Jesus e tenha Uma vida Abençoada . ;)";0;0
394;"Perigo é a humanidade, sede de poder, de controle e ganância.. 
 Isso é inevitável, a tendência é a humanidade se cerca de controles .
 Esse papp furado de robos controlar , é conversa fiada.";0;0
395;AI vai manjar tanto, mais tanto... que o seu intento em interacoes nao sera o de intercambios positivos, atendimento qualificado e aprendizados mutuos, mas dar cheque mate e lacrar...;1;1
396;É para rir da piada. Acordar o homem é um ser multidimensional que pode chegar ao Paraíso eterno. A tecnologia negativa nunca vai substituir nada,  e agora era do Espírito Santo e  juizo universal de Deus  vai ser eliminada junto com seus criadores.;0;0
397;"Algo que não vi ainda ser levada para a discussão é o fato de que essas IAs podem ser usadas para dominar todas as pessoas de uma forma mais profunda (dominados já somos em níveis mais superficiais). Vou dar um exemplo. Imagine que os detentores dessa tecnologia peçam para a IA desenvolver uma forma de gerar, por meio dos smartphones, ondas eletromagnéticas específicas que gerem pensamentos específicos nas pessoas. Como foi mostrado recentemente com o sujeito tetraplégico que está andando por meio de um dispositivo que lê seus pensamentos e os transforma em impulsos elétricos na sua medula e movimenta seu corpo, os pensamentos produzem ondas eletromagnéticas e o contrário é verdadeiro, ondas eletromagnéticas também produzem pensamentos. Bastaria ""alimentar"" a IA com todo o conhecimento existente sobre ondas eletromagnéticas e cérebro humano e pronto. E não sejamos ingênuos de pensar que o que está disponível pra nós está no mesmo nível do que eles tem pronto em termos de IAs. Nesse momento estamos sendo usados para as IAs aprenderem mais ainda sobre o ser humano por meio da interação que fazemos com elas pelos chats. Não temos nem sequer uma vaga ideia do que já está sendo feito com essas IAs nos laboratórios. Só podemos esperar para ver.";0;0
398;Como o povo é burro e ignorante quando se trata desse assunto. IA não é inteligente, nunca vai ser, não tem raciocínio, nem vontade, nem consciência. O que o cientista está falando é especificamente sobre a capacidade de armazenar dados e processamento da máquina que ainda não ultrapassou o cérebro humano e que caso ultrapasse pode ser mal utilizada por PESSOAS  má intencionadas.;1;1
399;Cara tá quase perfeito o lip sync e isso está no início ainda!;0;0
400;As IAs dominarão o mundo.;0;0
401;Fudeuuuuuuuuuuu;0;0
402;inteligência artificial vai tomar muitos empregos! vai ser *O exterminador a Revolução das maquinas* 🤖💀;0;0
403;isso tornaria os games muito mais imersivos e realistas muito interessante;1;1
404;O futuro me da medo;0;0
405;Nossa seria muito louco, um mundo aberto  seria muito mais vivo;1;1
406;Logo teremos dublagem em várias e várias línguas.🔥;1;1
407;realmente assustador e impressionante.;0;0
408;A gente tá f0d1d0 meu parceiro;0;0
409;Westworld nos games, fiquei fascinado tbm;1;1
410;Obrigado ChatGPT, sem ele a gente nunca teria acesso a IA livremente;1;1
411;Isso nova geração nois queremos;1;1
412;Imagina só FINAL FANTASY nessa vibe!;1;1
413;INTELIGÊNCIA ARTIFICIAL vai longe ainda;1;1
414;2023, o ano da inteligência artificial 😟;1;1
415;A IA é a grande ameaça do momento aos que vivem de propagar narrativas. Pipocam aqui e ali as primeiras tentativas de demonizá-la, mas felizmente é um caminho sem volta - ela veio para ficar, cada vez mais forte e confiável.;0;0
416;"Meu maior temor é a AI acabar com a corrupção. 
Aí vai parar tudo .";1;1
417;A realidade virtual deveria ter se limitado ao mundo gaturro e ao clube penguin;1;1
418;"Me lembra o livro ""Admirável Mundo Novo"" do Aldous Huxley.";0;0
419;Com todas essas formas  de manipulação e absurdos gerados por isso,ainda há que não há necessidade de regular os conteúdos de Internet. Se não é por interesse,nem imagino pelo q seja.;0;0
420;A inteligência artificial está mudando o jogo, mas um questionamento importante é até onde estamos dispostos a deixar que ela controle nossas vidas? Já temos uma enxurrada de empregos sendo tomados pela IA. Já temos uma infinidade de conteúdos sendo criados de forma automática. A IA já está sendo utilizada para várias formas de manipulação. Ou seja, a pergunta que fica é se, em algum momento, perderemos o controle sobre nossas próprias vidas deixando que as máquinas nos guiem pela direção que quiserem?;0;0
421;"como alguem que estuda a área, posso dizer que sim, estamos tremendamente fodidos, porque?
além dos diversos pontos que o Atila apontou em um video, devemos ter em mente que essa é uma tecnologia totalmente emergente e que está evoluindo a uma velocidade astronômica nunca antes visto em toda a história da humanidade, uma estimativa quase certa é que, daqui 5 anos, Black mirror não será mais uma série de ficção cientifica... um exemplo é claro.
Iremos perder sim empregos, cargos e até mesmo movimentos sociais inteiros, o que era ficção se torna realidade, não é a primeira vez que a sociedade se adapta a uma tecnologia, mas essa será de longe a primeira vez que a sociedade deve se moldar completamente em torno de uma única tecnologia.
Em resumo:
ou o mundo muda, ou estaremos fodidos.";0;0
422;O maior perigo nem é a difusão de fake news e sim fazer com que ninguém mais acredite no que é real, inviabilizando a função da comunicação social e possibilitando a governos negar os seu malfeitos.;0;0
423;A humanidade encontra-se em um estágio evolutivo onde essa tecnologia apresenta um poder inigualável. Embora estejamos apenas começando a explorar  seu potencial, à medida que novas versões são desenvolvidas, a IA tem melhorado de maneira exponencial. Ao fazer isso, podemos comparar a situação a entregar uma arma carregada a uma criança para brincar. Usada com responsabilidade é uma ferramenta excelente. No entanto, acredito que seja tarde demais para voltar atrás, a bola de neve já se encontra em movimento, descendo a montanha , e não há como detê-la.;0;0
424;não esperem muito para micromodelos de ia serão usados pelo governo para analisar seu comportamento financeiro e alertar sobre qualquer gasto foram do padrão;0;0
425;Imagina o tanto de acusação falsa que pode surgir com um simulador de voz e vídeo em campanha eleitoral, um monte de mula já acreditou em fake news de mamadeira de piroca, depois disso só piora.;0;0
426;O problema não é a tecnologia ou as IAS e sim alguns humanos mal intencionados. O problema é em como está sendo utilizado.;1;1
427;Provavelmente esse tipo de tecnologia Será usada pelo Anti Cristo;0;0
428;"Falta de conhecimento dói demais, as pessoas que falam em ""burrice artificial"" adoram armas, seguem líderes idiotas e teorias da conspiração, o problema não são as IAs, são os humanos idiotas que nem estudam como elas funcionam ou a usam para fazer coisas erradas, o ser humano sim me assusta. Triste!";1;1
429;sempre que vejo comentários em diversos locais ou até mesmo algumas colunas em jornais sérios fico imaginandno 'hmmm, esse cara usou gpt nisso aqui e naquilo ali'... é foda, perdemos a humanidade;0;0
430;Que venha a inteligência artificial! Boston Dynamics, Tesla Bot e ChatGPT o futuro vai ser diferente...;1;1
431;Ou seja, vai dar merda;0;0
432;já dá pra imaginar um C3P0 e um R2D2 funcionais de verdade sobre I.A!;1;1
433;Conteúdo de extrema qualidade, Atila. Muito obrigado! As informações dispostas no vídeo são de extrema valia, e ajudam demais a discernir entre como a inteligência artificial pode ser utilizada para boas utilidades e coisas ruins. Estes golpes estão ficando cada vez mais comuns, e é preocupante.;1;1
434;Não se pode deter o futuro...;1;1
435;Bem trágico seu ponto de vista. Mas as pessoas são sociáveis no geral. O que deve ocorrer é que as pessoas irão acabar abandonando essas ferramentas a longo prazo, porque esse conteúdo não será confiável e as pessoas tendem a seguir dentro de seus grupos pessoas inteligentes e mais bem informadas. E chegar no grupo e descobrir que tudo que vc está atestando está errado vai fazer vc abandonar o recurso... Acho que ninguém vai gostar de ser o tonto que acreditou na abobrinha da rede que um possível bot disse. Existem redes sendo usadas até hoje que são bem ruins tem seus grupos mas ainda são os grupos de minorias.;1;1
436;O engraçado é que a tecnologia veio pra nos unir, mas está ficando cada vez mais perigosa pro ser humano, que é melhor é se afastar;0;0
437;"O Pensamento usou o ser humano como sua ferramenta para criar o progresso artificial e finalmente chegar ao Chat Gpt. Portanto, há algo muito além do Ghat GPT, e esse algo é o Pensamento que tem sua existência organica no Éter; porém busca criar seu próprio corpo e personalidade como uma nova etapa na Evolução Humana, mas sabemos que não irá além de sua autodestruição.";0;0
438;"quando junta tudo isso e nasce um 
robô igual da ficção, como eu robô ou a vivy etc...
ai vai se legal";1;1
439;Concordo plenamente e acho que a inteligencia artificial é uma idiotice pq aquilo nao é uma inteligencia é so um replicador, sem falar que se a inteligencia artificial fosse real eles nunca deixariam aquilo livre por ai e ainda mais sendo gratis...;0;0
440;IA são como psicopatas, até melhores, porque psicopata quando ta realmente perdido entra em desespero, enquanto essas inteligências não tem isso.;0;0
441;Se a gente não conseguiu se matar com armas nucleares, a gente cria uma ia pra fazer isso por nós. Humanidade - 2023.;0;0
442;Olha os filmes dos anos 80 e 90 quase virando realidade aí;0;0
443;stephen hawking já dizia que IA e um perigo... E se tecnicamente o cara mais inteligente do mundo falou isso pq não o escutamos kkkkkkkkkkkkkkkkk;0;0
444;Skynet está as portas não vai demorar para se manifestar;0;0
445;Se o próprio Elon Musk está com medo da IA, é pq a coisa é realmente séria 😮;0;0
446;"O que mais me impressiona é ver que esse caminho que tudo está tomando é inevitável. Poderia ser facilmente evitável se todos os seres humanos se entendessem e entrassem em um consenso, mas isso é impossível, pois envolve interesses políticos e comerciais. ""Se eu não seguir com o desenvolvimento, meu concorrente irá seguir, o país X irá seguir"". Me lembra muito o trecho do Filme Exterminador do Futuro 2, em que o próprio Terminator vê 2 crianças ""brincando"" de matar uma a outra e fala que é da nossa natureza nos auto-destruirmos. Vamos aguardar as cenas dos próximos capítulos.";0;0
447;"Tá certo q a gente tem q tomar cuidado com IA mas essa simulação foi bem tendenciosa.
Primeiro que, com certeza, a IA teria permissão para atacar apenas os alvos que o operador permitir. Mas para acontecer esse resultado catastrófico, a IA deveria ter permissão para atacar qualquer alvo a não ser que o operador negue, o que é ridiculo.
Segundo que nenhuma simulação com o objetivo de treinar uma inteligência artificial para atingir alvos no território inimigo simularia a cabine do operador ou as antenas de comunicação com o drone.
Essa simulação, se existiu, com certeza foi feita de forma tendenciosa com o objetivo de gerar esse resultado absurdo.";1;1
448;Gente isso será usado pelo anti Cristo tá na Bíblia tudo isso só se preparando pra fazer sua vontade;0;0
449;Estão criando nossos subistutos;0;0
450;O futuro da I.A. e das sociedades tá sendo traçado exatamente neste mês. A U.E. tá prestes a aprovar PESADA regulação, seguida por EUA e Brasil. Falo sobre no meu último vídeo.;0;0
451;quando a inteligência artificial cair na rede de forma autônoma aí ja era;0;0
452;É o fim do mundo;0;0
