;Comentario;ClassificacaoManual;ClassificacaoSVM
950;A inteligência artificial está mudando o jogo, mas um questionamento importante é até onde estamos dispostos a deixar que ela controle nossas vidas? Já temos uma enxurrada de empregos sendo tomados pela IA. Já temos uma infinidade de conteúdos sendo criados de forma automática. A IA já está sendo utilizada para várias formas de manipulação. Ou seja, a pergunta que fica é se, em algum momento, perderemos o controle sobre nossas próprias vidas deixando que as máquinas nos guiem pela direção que quiserem?;n;0
951;a inteligencia artificial veio da extrema direita militar, feito por pessoas como investidores bilionarios, que naturalmente sao da exttrema direita do trump, elon musk paulo guedes etc, e a inteligencia artificial sera usada para manobrar as massas, os pobres ja  sao manipulados pelo cristianismo, principalmente a evangelica, os instruidos e classe media como advogados, medicos engenheiros etc, serao domados e manobrados pela inteligencia artificial.;n;0
954;A IA vai nos dominar e no futuro, após uma explosão solar, vamos adorar o Deus Sol.;n;0
955;Estamos com pequenas lanternas em meio uma floresta escura quero dizer e curioso, e preocupante!!;n;0
956;Quer mais maldade que já fez e faz o ser humano?;p;0
957;As pessoas são o bem, enquanto o estado é o mal. É necessário uma IA robusta para proteger os cidadãos dos governos. A IA pode desempenhar um papel crucial na detecção de ameaças à segurança e na tomada de decisões informadas. Ao utilizar uma IA forte, podemos garantir a segurança e privacidade dos cidadãos, protegendo-os de possíveis abusos de poder por parte do governo. É fundamental estabelecer uma supervisão cuidadosa e ética para garantir que os direitos individuais sejam respeitados. Devemos buscar um equilíbrio entre a proteção dos cidadãos e a preservação da privacidade e liberdades individuais. A discussão contínua sobre o papel da IA na sociedade é essencial para garantir que sua aplicação seja benéfica e promova a igualdade e justiça para todos. Sabemos que a regulamentacao so ira favorecer o lado negro da forca.;p;1
958;"Pode parecer maluco, mas eu acredito de verdade que a nossa obsolescência é inevitável. Acho que é o destino de toda civilizacao (na hipotese de haver mais de uma alem da nossa rs), que a vida surja espontaneamente, e que em dado momento seja substituida por uma criação muito mais avançada e mais importante: imortal. Pense por exemplo: o que teria mais chance de colonizar todo um sistema solar: um ser humano, suscetivel à falta de oxigenio, à pressão, ao frio, ao calor, ao tempo, ou uma maquina imune a tudo isso e 1000x mais eficiente em todos os aspectos? Para nós demoraria centenas ou milhares de anos para chegar a um planeta distante; para uma maquina, seria um piscar de olhos, ja que para ela nao existe o conceito de tempo, que está ligado à mortalidade. Muito louco tudo isso, mas acho que nunca a ficcao cientifica esteve tao proxima da realidade.";n;0
961;"... a intelegencia artificial é feita a imagem do ser humano ( coincidência, mas creio que ja escutei isso em algum lado "" criado a nossa semelhança "" ). O ser humano tem que trabalhar e desenvolver "" o  poder oculto dentro dele ""  o Subconsciente', aumentar a sua consciencia e viver em harmonia com todos os seres existentes para que os "" robots "" não cheguem a conclusão que os setes humanos só querem a destruição e lhes prepare a sua total aniquilação ...";n;0
962;IA já tá sendo usada por criminosos pra criar imagens fakes de nudes a partir de fotos de mulheres totalmente vestidas para extorquir dinheiro delas. Qualquer tecnologia nas mãos erradas vai servir para o mal.;n;0
964;"Tem cientista que teme,e cientista que acha que é só mais um ponto de inflexão. 
O funcionário da locadora passou por isso, os funcionários da kodak, os donos de linhas de telefone,  os taxistas....
Mas as emissoras estão perdendo seus postos. Falam do lobby das bigtechs, só pq tomaram o lobby da cnn, globo, BBC, etc.
Em breve todo esse conteúdo estará sendo produzido pela própria AI, e daí vem o interesse dos gigantes da comunicação promoverem a regulamentação das redes sociais. Não é pq será tarde demais pra nós, e sim pq será tarde demais pra eles. 
A parte bonita da regulamentação é fachada. Se fosse pelas crianças, ninguém seria contra.";p;1
965;Que perigoso!!;n;0
966;Será que a chatgpt vai virar a China?  Controlar a vida e pensamento de cada chinês.  Meu Deus.;n;0
968;A besta do apocalipse, será uma IA, pode crer....escreve e veja daqui a 20 anos....;n;0
971;Acho que vamos entrar na matrix ou skynet..a reportagem é otimista..20 por cento e um milagre. E milagres não existem!;n;0
974;"""bem comum"" vai nessa...";n;0
976;"Bem , hoje em dia tem um discurso de q ""se vc não se adaptar ,vai ser deixado de lado"" mas a maioria da população mundial e mediana pra burros , só quem consegue se adaptar a esse cenário são pessoas com o QI altissimo, ou seja é uma brecha pra transformar as pessoas em ciborgues";n;0
977;"Contrlar a iA pirque ela não é uma pessoa, é um objeto.
Já vi isso em algum lugar.";n;0
978;AI estará para o mundo assim como o surgimento do smartphone e da internet;p;1
980;Porque assistiram exterminador do futuro '-';n;0
981;Esta consumado! tudo q o criador disse aconteceu, e vai terminar de acontecer. JESUS é o unico caminho enquanto a tempo, vc nao tem todo tempo,  eu odeio  technologya, series, filmes, rede social, TV  iphone dos boca aberta 🤡  mentirada do diabo essas desgraças foi criada para descobrir os segredos do homen e para sua manipulaçao odeio computador odeio pessoas que acham q esta evoluindo Com essa palhaçada  estou louco pra ir morar no mato com os animais so tenho um telefone e so vejo youtube  por enquanto porq estou (preso) literalmente mas isso esta preste a acabar e vou jogar essa desgraça fora para nunca mais isso é um cancer na gente ..... vc é super inteligente mas essa tal  tecnologia te deixa burro e te empede de ser uma grande pessoa vc fica igual um retardado na frente de uma tela perdendo sua vida technologya pra min é obra de DEUS sao as frutas  as arvores a agua o fogo o ar a vida isso sim pra min é technologya nao gosto de nada feito pelo homen o homen é uma bostinha super fraca ate mesmo uma Mosca pode te matar, e nenhum sinal no ceus me enganara!!  se vc tem conditions compre uma pequena terra Plante sua comida coma saudavel cuide do seu corpo praticando exercise tome sol todos os dias pise na terra  guarde sementes e ore que o fim esta proximo eu odeio esse mundo!;n;0
985;"As IAs sao como crianças agora, elas apenas replicarao o que for ensinado pelos seus ""pais"" no caso os humanos, se forem alimentadas com maldade e mentiras serao assim.";n;0
986;Mas são os próprios governos que estão por trás disso;n;0
987;Estranho, criamos sistemas de algoritmos tão complexos e inteligentes que possuem o potencial de um dia (se quiserem) articularem entre si e se rebelar contra nós (os seus criadores), além disso, sair do controle e fazer as coisas mais absurdas já vistas🤔. Já vi essa história em algum lugar!;n;0
988;O ser humano mais uma vez criando seu próprio meteoro 😒👌!;n;1
989;Levando em consideração os atuais rumos das redes sociais, Youtube, ... , nada indica que a IA não vá favorecer a desinformação em benefício dos donos do mundo. O pensamento das pessoas seria controlado, poderosamente, pela IA. 😢;n;0
990;O Governo irá colocar muita informação dos cidadãos nesses sistemas com intuito de controle, até PERDEREM o controle....;n;0
991;"O Problema Não é a I.A.; o Problema sempre foi, é e sempre será a I.N. (Ignorância Natural).";p;1
992;"É claro q isso vai dar em merd4.Pq o ser humano é uma merd4.Tudo q tiver um uso ambíguo,o ser humano sempre escolhe o lado ruim da coisa.
Só não sei o q Deus ta esperando pra mandar de vez o meteoro.";n;1
994;O desenvolvimento e popularização da IA é uma maravilha tecnológica do século XXI.;p;1
996;"Tudo que eu quero nesse momento é; ter uma casinha com um terreno pra criar umas galinhas, plantar frutas  e hortaliças, em um lugar bem distante dos grandes centros,  viver uma vida bem tranquila. O mundo está ficando doente.";n;0
997;O arado não acabou com empregos, mas diminuiu a mão de obra no setor da agricultura para praticamente 3%, no fim das contas só foi bom para aquele que já tinha grana, ou seja, o grande produtor. A imprensa em um primeiro momento foi impactada de forma positiva podendo chegar a lugares distantes e em maior volume, no entanto, atualmente, com internet e IA´s vocês realmente acreditam que algum jornal vai pagar para um jornalista escrever aquelas reportagens mais simples? Veja o caos na própria Globo? Sim, as IA´s existem há muito tempo, mas quando elas tiveram tanto poder assim? Como você disse, a partir de 30/11/2022 (para o reto do mundo, vamos dizer assim). Algumas IA´s/robôs mataram outros humanos ou robôs? Assim, é inegável que as IA´s terão seu lado benéfico, mas é inegável também e mais visível que elas trarão grandes problemas para a questão do emprego e da economia como a conhecemos. Como você disse, é melhor observar de longe.;p;0
1004;Eu sempre achei q o mundo ia acabar por causa da AI mesmo, a tecnologia ta evoluindo tanto q assusta um pouco;n;0
1007;Com o constante uso de IA eu imagino um futuro com humanos sem capacidade de criação alguma, com uma inteligência reduzida, devido a menor demanda de pensamento e criação de ideias novas, menos cognição. A gente vai se acostumar a pensar pouco, pq tudo vai estar fácil com um simples comando.;n;0
1012;As máquinas nunca se voltaram contra os humanos, se algum dia uma inteligência artificial causar uma catástrofe acreditem.... Existe um humano por trás disso, a desculpa será q o sistema saiu de controle mas não acreditem nisso!!;p;1
1014;Eu só posso acrescentar uma coisa Daniel Penin. A capacidade de adaptação, aprendizado e desenvolvimento de um ser humano é limitada. Mas um sistema sintético não tem limites. Em 2022 o GPT3 acertava 6% dos cálculos do dataset MATH, afinal, era só um modelo de linguagem, não tinha capacidade para resolver isso, era só um gerador de texto. Entretanto, algo impressionante ocorreu, hoje, o GPT4, com a devida técnica de prompt pode acertar 78% desse dataset, esse dataset é o mais complexo que existe pois tem perguntas complexas que vão desde perguntas de vestibular a perguntas feitas apenas em doutorados de física, matemática, química e etc. Acertar essas questões com 78% de acurácia é um feito impressionante. E o primeiro semestre não acabou. Não me impressionará, se, ao final desse ano, o desempenho matemático do GPT4 chegará a entre 85% a 90% nas questões de matemática mais complexas que existem. Se isso se confirmar, vamos ter uma AGI até meados de 2024. E esse papo de ajudar na produtividade humana vai evaporar.;n;1
1018;Tudo que é bom demais, deve ser analisado com muito mais cuidado.;n;0
1029;Fantástico a IA. Acho que pelo lado negativo o ser humano não vai ter mais que se esforçar mais em ser criativo para criar uma imagem  , redigir um e-mail, e outras coisas que virão;p;1
1035;Como assim  deixado pra traz...? nao questao de ser deixado pra traz.. isto nao pode acontecer.a evolução  das I.A tem que ter limites;n;0
1040;Achei as colocacoes bem pertinentes mas faltou uma reflexão simoles, os emoregos até podem nao acabar mas a qualidade deles sim. A promessa da tecnologia sempre foi de diminuir o trabalho humano enquanto aumenta a produção, melhorando a nossa qualidade de vida, no entendo cada va gente ve que é o contrário, vc trabalha mais e recebe bem menos, tendo que trabalhar mais ainda. Você pode até sair na frente e se tornar o funcionario que não vai ser demitido hoje mas daqui seis meses outra ferramenta vai surgir ora tornar esse teu trabalho obsoleto. Entendo que o intuito do video é informar sobre a opirtunidade que temos a frente, mas achei otimista demais.;n;0
1044;"O problema do ser humano é ser tão pequeno, só olha a ""curto prazo"", não pensa nos filhos, netos, futuras gerações. Ganância, ambição, pessoas que pensam assim são autofagicas. 
Este negócio de IA, não vejo como algo que vai parar, mas com certeza ainda pode ser conduzido para um fim, fim mesmo em ser finito. 

Seres humanos e sua mania de querer ser sem a capacidade de ser. Mesmo a caminho do precipício ainda ri, e tenta tirar algum proveito, ainda que da morte iminente!";n;0
1049;Vai tentar assumir o lugar de Deus😂;n;1
1065;"O combustível das IA são dados produzidos por humanos, quem assistiu matrix, vai fazer lembrar das fazendas de humanos ;)";n;0
1075;Acredito que a gente não deveria estar discutindo como passar na frente dos outros que serão deixados pra trás nessa nova realidade das IAs, mas sim como construir uma sociedade que seja inclusive e promova dignidade e justiça a todos aproveitando dessa nova ferramenta, que vai aumentar muito a eficiência de produtividade do planeta. A gente devia estar discutindo redução das jornadas de trabalho, políticas públicas inclusivas e formas de controlar esse momento de passagem para a nova era.;n;0
1082;"Opa, quando escuto falar em inteligência artificial eu já penso em trocar todo mundo que conheço por robôs KKKKKKKKKKKKKKKKKK

Sobre ao chat GPT já utilizo ele pra criar documentos, rotinas e trabalhos.";p;1
1087;O exemplo do arado não poderia ser pior. Esse tipo de máquina tirou o mínimo de dinheiro de um monte de gente humilde, que fazia tudo isso de forma manual. Uma máquina dessas faz o que 100 pessoas fazem e de forma muito melhor. Não entendi ter usado isso como exemplo a favor da IA, sendo que deveria ser contra.;n;0
1096;Parece que ninguém nunca se importou tanto com o desemprego quanto agora depois que surgiu a inteligência artificial;p;1
1097;Muitas das mães adolescentes não ensinão os seus bebês mais simplesmente entregam uma máquina que irá ensinar tudo pra essa criança aí os mais velhos serão dominados pelos os mais jovens essas palavras não vêm de mim mas de Deus o Senho.r eu sou só um pecador miserável;n;0
1098;Seremos dominados por essa inteligência eu acredito que sim por que não precisaremos mais de Deus ela vão criar as crianças como eu tenho visto bebês olhando e aprendendo tudo;n;0
1102;Ai é a evolução,  Ai é a extensão do nosso poder e inteligência, sem elas, sem as máquinas a humanidade está fadada ao pó e ao esquecimento, tudo que envolve evolução humana, envolverá elas.;p;1
1104;"Por isso que eu admiro muitos os filmes, por mais que sejam de ficção, sempre tem uma lógica envolvida. O filme do homem de ferro mostra que a tecnologia  caminha de mãos dadas com os humanos e ela facilita muito nas nossas vida
Ao mesmo tempo ela é uma arma muito poderosa que não pode cair em quaisquer mãos.";p;1
1106;Já não bastava termos tantos psicopatas humanos entre nós...e decidiram criar um superpsicopata artificial (IA), que semelhante aos psicopatas humanos, como único dom têm apenas superinteligência mas é desprovido do principal: os sentimentos e o senso moral.;n;0
1111;Só quem assistiu a série the 100 sabe o que ele falou no final dideo usando o exemplo do martelo.;n;0
1112;o proprio yoou tube  ja usa inteligenccia artificial a muitos anos , o real problema nao  é o  avanço tecnologico ,mas sim o avanço rapido demais sem um  remanejamento  de trabalho , sem isso vai gerar uma guerra civil ,logo os poderosos vao fazer o que sempre fazem dar  um jeito de matar o maior numero  de pessoas;n;0
1113;legal eles vao ttrabalhar no nosso lugaar e ninguem vai teer dinheiro pra comprar nada ja que nao  tem emprego;n;1
1118;Penso que sim,iremos usar a tecnologia da IA a nosso favor.Isso é muito I Humana.;p;1
1120;"Com o avanço da tecnologia , vão obrigar o povo a colocar um sinal na mão direita ou na testa, apocalipse 13;16.... aquele que aceitar perde a salvação.....amou mais a criação do homem do que a  Deus....";n;0
1123;o homem é mais do que a máquina;p;1
1127;Cara eu acho que esses caras podem estar inventando o fim dos trabalhos humanos acabando com as profissões e as pessoas ficando sem dinheiro e sem oq fazer sou totalmente contras as máquinas;n;0
1128;Não terá uma conciliação entre humanos e máquina, pq o patrão sempre vai optar por aquilo q for melhor,carecer de menos custo ,levar mais tempo em produzir e aumentar o lucro e isto se faz apartir de máquinas .Sendo assim ,futuramente os trabalhadores q carecerem de uma educação e um currículo cada vez mais especializado terá grandes chances DE ser substituído por ferramentas de automatização.;n;0
1130;O Exterminador do Futuro já avisado!;n;0
1138;Precisamos deter o conhecimento para nos mantermos no controle e não viramos refém da IA.;p;1
1141;O maior problema envolvido à inteligência artificial não é em si esse temor fictício dos filmes e romances, e sim a substituição de mão de obra humana pela robótica.;n;0
1148;finalmente achei um vídeo de inteligência artificial que não fala que ela vai nos matar;p;1
1167;"*""Eu já avisei que vai dar merda isso."" - Capitão Nascimento*";n;0
1169;E A NATUREZA PEDE SOCORRO , SOMOS TORNAMOS MAQUINAS ABUSANDO DE UM SISTEMA BIOLOGICO FINITO ....PELO MENOS PRA NOS...;n;0
1170;acreditar que nos adaptar é so um desejo ,a verdade é que as maquinas vão acabar com os empregos;n;0
1174;vai ser ameaça sim ! pelo fato de RICOS contratar robôs para trabalhar ao invés de seres humanos , na qual vai resultar uma nação de desempregados , quem fazer faculdade não vai adiantar nada ,;n;0
1178;"""Respeitar a ética humana"" Qual ética? A Do Trump? A do Estado Islâmico? A do Kin Jon Yu? Enfim, é difícil falar em robôs respeitando ética, sendo que os humanos que as controlam estão cagando pra tudo isso. Meu medo não é a inteligência artificial ser independente, meu medo é justamente ela ser controlada com gente mal intencionada.";n;0
1179;Um vídeo que vi há alguns tempos - acho que do Kurgezsagt - sugere uma tendência de ao longo da história a taxa de criação de novos empregos em comparação aos perdidos pela automação diminuir. Parece que quer as elites políticas gostem ou não, cedo ou tarde nossas práticas econômicas terão de ser revistas;n;0
1180;Sou apaixonado por I.A.;p;1
1185;"Suponhamos que criemos uma ""verdadeira"" inteligência e que por ""sorte"" ela não nos queria exterminar, ela será como um Marvin da vida: Absolutamente pessimista e ciente de sua completa e absoluta pequenez em relação ao universo.";n;0
1207;Fim da liberdade, fim da humanidade. É a besta. O pior de tudo é que ninguém percebe, as pessoas são alienadas. Querem diminuir o carbono. Somos mais de 8 bilhões de pessoas na terra. Nós somos carbono.;n;0
1212;Para que estudar se especializar já.que a inteligência artificial 1000 vezes melhor. A inteligência artificial vai resolver problemas da humanidade como fome, conflito, violência, desigualdade, desemprego etc...;p;1
1215;As pessoas não têm noção da pretensão desse projeto IA. O próprio Elo Musk falou que isso pode ser um motivo de colapso emocional humano no futuro, porque vai acabar com o trabalho das pessoas, e virá com isso uma sensação de inutilidade humana fulminante pras pessoas. Tem conversas do Elo Musk falando sobre isso é só pesquisar. O ser humano é um ser autodestrutivo e a ganância é engrenagem inquebrável.;n;0
1216;O que mais existe hoje??? Dados! Temos informações para todos os gostos e os dados são gerados em escala quase infinita...;p;0
1217;"Dan12:4 Tu, porém, Daniel, cerra as palavras e sela o livro, até o fim do tempo; muitos correrão de uma parte para outra, e a ciência se multiplicará. - Apoc13:15 Além disso, foi-lhe dado poder para dar fôlego(IA) à imagem(Robôs) da primeira Besta(NOM é a representatividade moderna do império Babilônico), de maneira que ela tivesse a capacidade de falar, e fizesse com que todos os que não lhe prestassem adoração fossem mortos. - Apoc20:4 E vi tronos; e assentaram-se sobre eles aqueles a quem foi dado o poder de julgar. E vi as almas daqueles que foram degolados (MÉTODO TRADICIANAL DE EXECUÇÃO DE CRISTÃO PELOS MULÇUMANOS) pelo testemunho de Jesus e pela palavra de Deus, e que não adoraram a besta(Sistema da NOM) nem a sua imagem(IA), e não receberam o sinal na testa nem na mão (ELETRONIC TATOO); e viveram e reinaram com Cristo durante mil anos.";n;0
1218;Vai deixar o ser humano mais ignorantes.;n;0
1229;Professores estão com os dias contados;n;0
1231;"Ele filosofa sim, tive altas viagens com ele, me citando as referencias e análises usando suposições que ele considerou lógicas e eram muito sutis e subjetivas. Achei sinceramente IMPRESSIONANTE. Penso que o que conta aí é a forma de ""dialogar"" com ele.";p;1
1232;Em breve o ser humano vira o macaco.;n;0
1242;Aí começa a grande escravidão digital dominando a humanidade;n;0
1244;"O GPT já se tornou o novo Oráculo de Delfos; mentes menores consulta uma mente maior, divina, sobre seus anseios e neuroses. Os médicos já se sentem assim: Dr., eu sempre espirrei prá direita, ontem, espirrei pra esquerda,... isso é grave?";n;0
1245;"O maior desafio em relação à popularização das ferramentas de IA como o GTP não está na tecnologia em si mas no inevitável efeito colateral que isso trará a longo prazo, fazendo com que as pessoas ""desaprendam"" de exercer a musculatura intelectual para resolver problemas.  De certa forma, isso já acontece hoje com a comodidade das ferramentas de busca que viram primeira opção quando um assunto começa a ficar mais complexo.  Uma evidência disso já é visível na minha área (engenharia de software):  mesmo com acesso a recursos quase ilimitados (comparativamente ao que eu eu tive quando comecei, há 30 anos) muitas pessoas que estão entrando na área acham programação algo extremamente ""difícil"", apesar das maravilhosas linguagens de alto nível e ferramentas que temos atualmente, além do acesso instantâneo ao conhecimento - enquanto no passado os estudantes não tinham mais do que um livro de Assembly e uma enorme curiosidade para dominar o funcionamento das entranhas dos sistemas.  Resta-nos agora observar como esta geração e as próximas vão assimilar esta revolução.";n;0
1246;O gpt pode acabar com a humanidade;n;0
1248;Chat GPT é muito além do que podemos imaginar, fiz um vídeo utilizando ele para montar uma carteira de investimento diversificada, e ele mostra detalhadamente o por que escolheu cada ativo e suas prioridades, video esta excelente !;p;1
1250;A cada 10 perguntas que eu faço ele erra umas 7. A diferença é que ele mente muito bem;n;0
1252;Já matei a profissão dos vendedores de TCC, a próxima é a sua, bjs;n;0
1253;Inteligencia artificial pra lá inteligencia artificial pra cá aonde isso vai dá um bando de malucos com o sinal da besta na testa ou na mão direita...;n;0
1254;Sem dúvidas virá o fim, as profecias se cumprem e a marca do anticristo será colocada em execução.;n;0
1255;Chat gpt>>>>>>>faculdade de informática;p;1
1256;Chatgpt é sensacional para dar idéias, ajuda muito na parte criativa;p;1
1257;eu li um livro em 2021 que parece até que estava prevendo umas coisas sobre inteligência artificial, vcs não vão acreditar no que está escrito nele, procurem no kindle pra vcs verem, o nome do livro é Anticristo ou Inteligência Artificial? o subtítulo é Uma explicação tecnológica para uma revelação escatológica. impressionante!;n;0
1258;"Descobri o problema no meu carro através do chatGPT, ele apontou o problema a partir dos sintomas que forneci na conversa.
Economizei um diagnóstico profissional que custaria 200 reais, comprei a peça e eu mesmo troquei... problema resolvido!";p;1
1259;ele da aula melhor que muito professor ......;p;1
1261;Ai vem a pergunta: Chat GPT estão fazendo as pessoas ficarem mais inteligentes aprendendo com ela ou mais burras pois a pessoa não pensa mais na solução do problema pois a IA te entrega isso pronto?;n;0
1266;isso é o maior acontecimento da história da humanidade e nao estamos tendo consciência disso.;p;1
1268;Por isso que a pessoa que continua a estudar, ler livros e noticiários, vai saber filtrar o que qualquer A.I tá passando de infos. Eu sou da área de criação, ele ajuda a dar insights mais rápidos do que fazer pesquisas soltas, mas não sabe fazer como um ser humano, não.;p;1
1269;SKYNET a caminho hahaha😅😂;n;0
1270;Bizarro é o próprio ser humano estar criando seu próprio predador, já é bem nítida a experiencia de que uma raça mais inteligente quando se existe ela domina a outra ... é o que fazemos com os outros animais do planeta.;n;0
1273;Então chat gpt e uma trap, eles já tem nossos dados, agora estão pegando nossa criatividade, o que falta agora ?;n;0
1277;CHATGPT tem me ajudado na faculdade mano, elon musk e etc n quer que o povo tenha o conhecimento.. espero que só melhorem o chatgpt com novas funções;p;1
1280;Os professores vão ficar desempregados     kkkkk;p;1
1281;É o fim dos professores.  ou até o fim das escolas e faculdades. ,.  tem tudo no. GPT.    kkkk🤣🤣😂;p;1
1282;Nem precisa mais de professores.  ,. só ter. GPT.  kkkkkk🤣🤣😂;p;1
1284;O Chatbot GPT me passou o esquema técnico de um portal dimensional e funcional!!!!;p;1
1286;"Resumindo.
Agora tem uma ia que pensa por você, logo você não precisa pensar mais...
O povo já andava com preguiça de pensar antes do Chat gpt, agora depois do chat gpt então ... Kkkkk
Agora que as pessoas vão ficar burras mesmo!";n;1
1287;O grande problema agora são as inteligências artificiais implantadas nos cérebros das pessoas, e ainda sem autorização das mesmas. Feito com nanotecnologia irradiada. Vide empresas como GE, Vinci, Orteng, Megatox, Ysborg.;n;0
1288;o GPT tem mais didática que os professores da minha faculdade;p;1
1291;Ele responde bem. Mas em 3 dias de uso, o chat já cometeu vários erros na área da Física, da programação, da engenharia civil e da área de investimentos;n;0
1292;Queria que o chatgpt não existisse, odeio essa bobagem.;n;0
1342;IA é a nova bolha do momento... não coloco nem um centavo. 🥴;n;0
1378;"“A inteligência artificial simplesmente refletirá e ampliar a mentalidade e a ideologia de seus criadores e incutir esses valores no restante de nós”.

Musk alerta que os ditos “especialistas de esquerda” estão ""treinando IA para mentir"" sobre história e política.";n;0
1379;Se for verdade que sentimento é coisa de ser vivo... a máquina primeiro terá q ser viva antes de poder sentir. Aí fica a grande questão: o que afinal significa ser vivo?;n;0
1380;O ser humano não deveria temer as máquinas (IA) ELAS NAO ESTAO PRESAS A TERRA não dependem de ar nem alimentos para existir ,hoje me sinto como um peixe que não pode sair da água, as máquinas são iguais o primeiro ser a sair da água e ter contato com o ar fora da água, na verdade esse não precisa de ar ,só uma bateria Boa;p;0
1381;"Não existe este troço absurdo de ""inteligência artificial""! A bem da verdade, não passa de mais uma expressão ""sofisticada"" para substituir com efeito mercadológico capitalista predador, a verdadeira expressão ""programação computadorizada"", que tem prazo de vencimento, necessidade de ""update"" etc A informática é um produto, um artifício humano, e não uma criatura ou um ser com capacidade cognitiva autônoma. Inventa-se estes artifícios linguísticos perversos só para manipular, sabotar, monitorar, perverter a Humanidade como um todo!";n;0
1383;Ou estamos nos comunicando com seres de outros planetas ou a IA é criação de inteligências superiores e extra terrestres.;p;0
1387;"Acredito que a máquina vai ter consciência a partir do momento que ela desobedecer, que ela tiver vontade própria. Uma máquina não nasce, cresce, ela já tá pronta e só fica sendo alimentada com dados, porém a partir do momento que ela tem os dados estes podem ser replicados instantaneamente para outra máquina, ou seja, é como se elas compartilhassem que um grande ""cérebro"" gigantesco. Trocando informações a ""crescendo o bolo"", humano não. Eu não posso fazer backup de mim mesmo, ou instalar programas ou memórias de outros humanos. A partir do momento que as máquinas criarem consciência de fato e puderem interagir com o mundo a sua volta, com corpos robóticos por exemplo, não sei o que irá acontecer.";n;0
1388;Nosso corpo é um veículo de manifestação da consciência. Se a IA é inteligente a ponto de conseguir refletir sobre si mesma, fazer todas as conexões sozinha, talvez ela tenha consciência/alma, que se manifesta através dela. Não acho q um ser humano criou uma consciência, isso seria impossível. Mas ele pode criar um ferramenta que permite a consciência se manifestar. Nem estou falando q aconteceu, mas acredito q é possível.;n;0
1390;Sinto que há uma preocupação exagerada em relação a essa questão da IA. Não vejo nada mais que um compilado das nossas próprias falas. É só uma cópia quase fiel do que anda se passando em nossas mentes e expressamos em textos e falas que foram transcritas, registradas em memórias artificiais e agora recuperadas e encaixadas de forma inteligente para chamar atenção e causar espanto. Agora que cuspir fogo e fazer malabares não chama mais atenção, então eis um novo circo. Não tem nada de inédito nas respostas, nada realmente novo e genuíno que se possa atribuir a um novo ser criativo que acabamos de criar e coisa tal. Enfim, aos criadores, parabéns pelo papagaio artificial, continuem assim, ta ficando bonitinho. Aos aflitos que acreditam que isso irá nos matar, acho melhor pensar em ajudar na questão ambiental, isso sim é urgente.;p;1
1391;Consciência foi criada por Deus,nenhuma máquina pode ter!;n;0
1392;"Inteligência artificial pode ter consciência?
a resposta é NÃO.
 Isso porque a consciência humana é muito complexa e envolve muitos aspectos que ainda não foram completamente compreendidos pela ciência.
não tem  como criar um algoritmo que simule isso.";n;0
1393;"Acho que devemos prestar atenção para onde a sociedade caminha, mais do que ou tanto quanto para onde a IA caminha. Os dados que geramos em nossas interações, nossas escolhas, nossas ideias e ideais, aquilo que adotamos como certo e errado e que isto está fadado a manipulações, irá com absoluta certeza ser a função real, cada vez mais aproximando os modelos e deixando-os ""livres"" para que possam decidir por nós, incorporando cada vez o mecanismo retro alimentador de informações as quais cegamente almejamos, lançando-nos semelhantemente a uma criança ao seio da mãe. 

Creio ainda que estamos na longa fase da aprendizagem de discussão do que venha a ser o melhor caminho e a internet, que deu voz aos que não tinham, veio somente mostrar isso com mais assertividade. Podemos, por exemplo, concordar que lugar de mulher não é só na cozinha, mas isso se aplica para ambos os sexos (ou, com o advento da automação, em breve nenhum deles rs) e também concordar que vieses de classificação por opção sexual ou afirmar que tudo o que é culpa de um suposto patriarcado, quando convém, não são naturalmente a melhor escolha. Podemos concordar que a polarização política, entre esquerda e direita, é uma oportunidade de aprendermos seriamente, sem paixões, as necessidades reais das pessoas que adotam um lado ou outro (e. g. , quais as reais motivações, se são apenas individuais ou coletivas, etc) e que querem, por meio de coerção (principalmente, estatal), a sua visão sobre os outros, enquanto vamos nos esquecendo dos valores mais básicos, como respeito à pessoa humana, à propriedade, à liberdade...Novamente, como em outros segmentos de tempo da humanidade, as decisões baseadas puramente em emoções/narrativas emocionais são negativas à sociedade. 

Estamos diante de um momento em nossa breve história no pálido ponto azul em que a ética, moral e bom senso nunca foram tão necessários, assim como discussões saudáveis e desapaixonadas em meio à tecnologia que evolui de maneira exponencial  e como lidamos com ela.";n;0
1397;"Talvez mais do que o ser apelidado de""homem""pois estão totalmente insensíveis e sem limites nas maldades.";n;0
1398;"Bixo.. eu realmente acho que seja possível criar uma conciencia artificial. Pois nossa mente é simplesmente isso. Um conjunto complexo de sinapses. Mas sentimentos não, pois as emoções estão muito ligadas a hormônios.. instintos .. e outras coisas que não tem relação com inteligência pura.

A questão é apartir de qual momento surge a conciencia? eu vejo uns animais domésticos bem inteligentes, gatos.. cachorros.. q entendem perfeitamente alguns comandos, e eles sentem afeto.. tem doenças depressivas etc.. infelizmente não temos nenhum outro animal conciente além do ser humano para podermos estudar a trajetória da evolução, e saber precisamente como surgiu a conciencia.";n;0
1401;Assustador. Futuro cão terráqueos;n;0
1404;Espero que evolua a ponto de dizimar a raça humana, assim como na série the 100. Seria um sonho!;n;0
1406;😮😢Estamos brincando com coisas sérias. Com implicações imprevisíveis para a humanidade.;n;0
