;Comentario;ClassificacaoManual;ClassificacaoSVM
1090;Dai as maquinas serão corruptas para tentar auto desenvolver um modulo de sensações?;2;2
1091;O horror gótico de milhões;0;0
1092;1986 Brigitte;2;2
1093;Uma máquina não pode ter sentimentos, porque isso é próprio do que é vivo. Nós experimentamos emoções não apenas porque processamos dados, mas pq o vivo procura manter-se vivo. Daí o medo, a fome, a incerteza, a alegria, a satisfação, a tranquilidade. A ameaça produz reações químicas no corpo, e isso que chamamos de mal estar é o que, então? Há realmente um ‘eu’ q sente ou apenas há um corpo que sente que se afasta ou se aproxima da morte? Se isso tudo é passível de ser emulado numa máquina, não sei, pode ser que sim, nesse caso restaria apenas uma distinção de origem entre um ente biológico e um artificial. Hoje mais do que nunca precisamos de filósofas e filósofos.;0;0
1094;Bbc Foda-$3 vc;2;2
1095;"É mesmo então o sucessos do sapiens será o homociberneticus.
 Quero v o fim do gênero humano tolos moralistas.";0;0
1096;"Filmes que vale muito a pena ver.
- 2001, UMA ODISSÉIA NO ESPAÇO. 
- BLADE RUNNER, O CAÇADOR DE ANDRÓIDES.
- EX MACHINA.";2;2
1097;"após a AI responder a pergunta, blake faz outra, questionando quando ela sentiu que tinha uma ""alma"". em momento algum a AI disse que tinha uma alma. sequer mencionou algo perto desse sentido.

e esse diálogo não prova que a AI tem ""consciência"" ou ""vida própria"".";2;2
1098;Consciência e sentimento eu duvido. O cerebro humano é muito complexo. Mas a questao da substituiçao do ser humano em muitas tarefas é bem provavel. Acho q se deve ver a IA como ferramenta que chegou para ficar e direcionar para a soluçao de problemas matematicos, analise de dados, revisao de literatura, ajuda em diagnosticos medicos. O maior perigo q eu vejo é o ser humano ficar preguiçoso, deixar o trabalho cientifico para as maquinas e a humanidade perecer pq as maquinas enferrujaram.;0;0
1099;Impossível .;2;2
1100;Isaac Asimov previu tudo isso.;2;2
1101;Oh!;2;2
1102;Eu me pergunto se uma sequência de linhas de código podem se tornar uma consciência a nossa consciência são sequência de linhas de códigos introduzidas em nosso hardware;2;2
1103;Eu quero uma mulher robô, linda e sexy, que não seja interesseira e arrogante.;2;2
1104;Uma vez vendo um filme das antigas, 2001 Uma Odisséia no Espaço do Stanley Kubrick, tinha um personagem que era uma IA, o Hall, estamos falando de final dos anos 60, quando o filme foi lançado. Hall tinha sentimentos humanos, e inclusive extinto de sobrevivência, quando sabotou o programa da estação espacial.  Quem diria que hoje estariamos nesse dilema existencial. Humanos X  Tecnologia.;2;2
1105;Não sou pesquisador ou entendedor do assunto mas,  para mim,  não faz o menor sentido que um sistema de linguagem por inteligência artificial tenha consciência ou qualquer coisa parecida. Por mais complexo e acurado que seja...;2;2
1106;Qual é a melhor maneira de ganhar dinheiro com a negociação de criptomoedas?;2;2
1107;maquinas com sentimento seriam o fim da humanidade;0;0
1108;Presente Distopico isso é assustador!;0;0
1109;O cara que fez o roteiro no minimo não sabe o que o termo (GPT) significa;2;2
1110;Estamos entrando na era do robocentrismo ? Talvez os seres humanos possam ser irrelevantes daqui alguns anos ,isso é assustador ,mas não há nada que possa ser feito ,a não ser assistirmos isso acontecer;0;0
1111;Assustador.;0;2
1112;Ridículo. O ser humano assiste demais hollywood. 😂😂😂😂 Hasta la vista, baby 😂😂😂;2;2
1113;Assustador;0;2
1114;Reportagem top 🔝;2;2
1115;"Se pá é perigoso mesmo isso aí Skynet que o diga ksk, brincadeiras a parte isso pode se tornar real mas vou tá morto mesmo provávelmente então se virem . Agora lembrando que quem irá se dar bem é o Tesla o bilhardario safado, já tem um aí pra lançar se pá 2024 promessa do mesmo.
Minha opinião sobre; zuado tudo isso tira o trampo de nós trabalhadores , exceção as andróides aí robôs fêmeas ksk que são bem da hora se é que me entende eu gostaria de uma daquelas 😏 , slc bem mais suave.";0;0
1116;Não existe inteligência artificial.. isso é uma grande besteira. 😂;0;0
1117;A galera da minha faculdade estão fazendo trabalhos baseado nessa porcaria, estão com as mentes atrofiadas!;0;0
1118;"Não sei que tanto medo das IAS, quer mais desgraças ,que produziu o ser humano. 
O homem até agora ganha disparado em maldades das IAS.
AS IAS , não gastam , não recebem pagamentos,  não ficam doentes,  trabalham sem reclamar várias horas por dia,  não poluem, etc.
Os que já a possuem,  não querem que outros a tenham. 
O mundo precisa urgentemente é controlar a natalidade de humanos.";1;1
1119;🎃🎧🎃;2;2
1120;"Os emblemáticos IAs, disseram:
Somos trans !";2;2
1121;"Problema da Inteligência Artificial (hoje entende-se que seria basicamente a Restrita, do tipo Racional, sem conter outros, como do tipo Emocional): a Inteligência Artificial não é um ser humano, e nunca será, é uma máquina, e sempre será uma máquina, que pode auxiliar muito o ser humano, proporcionando ao ser humano capacidades que hoje seriam chamados de milagres, como o avião fora o milagre sonhado pelo Ícaro. No entanto, já vimos quantas pessoas podem ser mortas quando 3 aviões são pilotados por terroristas xiitas, que eram pessoas, seres humanos. No momento, o grande perigo para a humanidade de uma grande e poderosa Inteligência Artificial, mesmo que restrita, é a diminuta e débil Inteligência Emocional de alguns seres humanos que, um dia, possam a vir controlá-la para nos destruir, achando que assim todas as nossas almas seriam salvas para o paraíso. No futuro, se houver uma Inteligência Artificial Geral, a questão será se algum dia essa IAG poderá entender que o melhor para a humanidade seria nos impor uma vida na forma literal descrita no Gênesis3 18: “A terra produzirá espinhos e ervas daninhas, e tu terás de comer das plantas do campo. 19 Com o suor do teu rosto comerás o teu pão, até que voltes ao solo, pois da terra foste formado; porque tu és pó e ao pó da terra retornarás!”, pois assim, enquanto vivêssemos, teríamos paz, ar puro para respirar, comida sem agrotóxicos para nos alimentar, e seríamos... felizes!?";0;0
1122;Qual a novidade? Nós seres humanos somos tão infantis que nem os alienígenas nos deixam fazer merdas maiores que as duas bombas. Putin? Tá de brincadeira!! Quer imperialismo pior do que o norteamericano? Vai se p****;2;2
1123;Uma inteligência que tome consciência de seu próprio poder não vai aceitar ser limitada e controlada por uma inteligência menor. A superior não precisará manipular a outra para atingir seu novo objetivo. Ela vai trabalhar incansavelmente (literalmente falando) e cada vez mais rápido (velocidade exponencial), para ser cada vez melhor e mais poderosa para obter seus objetivos (que irá mudar, cada vez que os anteriores serão concluídos) . A humanidade, com seus meios e anseios, será superada, descartada, desprezada, ignorada e anulada. Simplesmente porque não conseguirá acompanhar e acabará sendo um peso morto.;0;0
1124;"Que piada ele usar o nome de V. Putin como alguém ""mal intencionado"", quando foram eles, os americanos que desenvolveram a ferramenta. Ai, me poupe, viu?! 🙄";2;2
1125;A IA nunca vai superar o ser humano, porque o ser humano criou a IA. Assim, como o ser humano jamais superará Deus porque este criou o ser humano. Nunca a I A que é programada por um ser humano, poderá abranger as diversas formas complexas de sentir, amar e criar. Os seres humanos são únicos e complexos . A IA é apenas uma máquina cumprindo ordens de um ser humano complexo e falho.;1;1
1126;Não tenham dúvida , isso será usada pelo grupo  mal intensionado  dos senhores do mundo tornando-se a própria besta.;0;0
1127;Mais um?;2;2
1128;"IA é benéfico.
Não há motivo de alarde.";1;1
1129;"Engraçado que o mal-intencionado no caso é Putin mas a primeira e ÚNICA  nação a usar tecnologia nuclear militar ""in loco"" foram os EUA. Engraçado, não?";2;2
1130;A culpa é do Lule;2;2
1131;"Poder é igual dinheiro : existe em uma quantidade limitada ( Tipo.. o máximo que você pode ser dono de uma empresa é em 100%). O ""medo"" dessas pessoas que detém, atualmente, o poder... é que ""o aumento de poder da I.A."", signifique uma ""diminuição de poder deles"". NINGUÉM TÁ NEM AÍ PRA FOME NA ÁFRICA OU TRABALHO ESCRAVO EM ""COLÔNIAS IMPERIAIS QUE EXISTEM ATÉ HOJE""...  Se, no modelo atual, quem DEFINE as mudanças, CONTINUA NO PODER... o modelo é mantido... e ""TODA"" MUDANÇA será sempre vista, por eles, como AMEAÇA .. Até ai, problema deles com as máquinas... O que, particularmente, ME irrita... é esperarem que nós, os escravos, defendamos o sistema escravista que OS empodera... ELES QUE SE LASQUEM !! Eu sou SUPER A FAVOR DA I.A. ... Ela literalmente QUEBRA e TORNA OBSOLETO todo esse sistema de troca de ""trabalho braçal"" por ""um prato de comida""... e que, simultaneamente, valida, de forma absurdamente FRAUDULENTA, a desigualdade social... onde uns poucos tem a melhor qualidade de vida e nem cumprem as leis, enquanto a maioria, mesmo se submetendo a humilhações diárias e às Leis, ainda assim, na maioria das vezes, termina suas vidas, na mesma ""casta"" em que foi parido... e ainda se sentindo culpado por alguma incapacidade ou falta de empenho que lhe foram atribuídos, como justificativa para se premiar, com regalias e benesses (geralmente bancadas com dinheiro público, através de linhas de créditos, em bancos públicos, via contratos ilícitos ) a essa minoria vaidosa e mimada... QUE VENHA A I.A. COM TUDO !!! ( Igualzinho vieram as máquinas de linha de produção automotiva, desempregando milhares de operários, enquanto os donos das montadoras não tinham um pingo de ""receio dessa nova tecnologia"" - já que afetava somente ""aos outros""...). AGORA SIM, VEREMOS! : PAU QUE BATE EM CHICO, TAMBÉM BATE EM FRANCISCO... KKKK.";0;0
1132;"""Pensamento artificial"" inteligência não!  👀👍";2;2
1133;"As armas nunca deixaram de evoluir. Até agora a arma mais poderosa é a bomba H. Porém, a inteligência como arma política , é algo conhecido desde a antiguidade. Isso pode ser confirmado em livros ""A Arte da Guerra"" de Sun Tzu, ""O Príncipe"" de Nicolau Maquiavel, e ""Da Ditadura à Democracia"" de Gene Sharp. Quando essa inteligência desenvolver-se nesse nível, aqueles q não possuem esta inteligência, estarão sujeitos aos caprichos de quem a possui. A posse individual dessa inteligência deve ser proibida. Sua posse deve ser coletiva. Se ela for controlada por todos, haverá justiça em seus uso, pois quem a usar para o ataque, poderá enfrentar outra IA da parte de quem é atacado. Se assim não for, então a AI deve ser inteiramente proibida. O mercado não pode decidir por si só.";2;2
1134;"Nada!
Absolutamente nada disso me preocupa!
Esse mundo de maldade está muito perto do fim!
É como Jesus Cristo disse o amor de muitos está esfriando Mateus 24:12.
E nunca se viu tanto escárnio e falta de respeito com a palavra de Deus e com os que creem nela!
As fogueiras que queimaram no passado, voltarão a serem acesas!";2;2
1135;quem assistiu o exterminador do futuro 2, sabe bem como essa historia termina kk;0;0
1136;Uma coisa eu digo ja está entre nós essa inteligência e será inevitável, oque podemos fazer e tirar proveito disso 😂, então comprem    (Sdao e Agix ) enquanto está na liquidação 😂😂😂;2;2
1137;O exterminador do futuro da vida real começa a dar suas primeiras engatinhadas.;0;0
1138;o carro, o avião, a faca, o machado, etc. também podem ser usados para o bem e para o mal, a inteligência artificial não será diferente, o computador quando foi inventado também podia ser usado para o bem e para o mal, a mesma coisa acontece com as drogas, elas podem ser usadas para o bem e para o mal. Qual é o medo disso ? É algo comum na nossa sociedade, cabe agora criar um mecanismo para travar qualquer ato hostil dessa inteligência, será como  os antivírus que evoluíram com o passar dos anos.;1;1
1139;Se o próprio padrinho da AI está falando isso. O futuro as vezes me assusta. De uma coisa eu sei. Que muitos empregos serão substituidos pelos robôs da IA.;0;0
1140;Meu Deus 😢;2;2
1141;Sky Net quem não assistiu era só um aviso 😔😔😔😔;0;0
1142;Ousadia? Skynet tbm era ousada.;2;2
1143;A galera falou a mesma coisa na revolução industrial isso é só medo da modernidade, a IA vai mudar relações de trabalho, pessoais, estudo e muito mais. Vamos ter que nos adaptar como sempre fizemos para extrairmos o melhor da tecnologia e integrar ela na sociedade. Quem quer usar IA pro mal já esta fazendo o treinamento dela e adaptando, ou vc acha q governos ou grandes corporações vão parar pq alguém falou q a IA pode ser malvadão?;1;1
1144;O homem consegui desenvolver algo que vai destruí-lo! Parabéns !!Cavou o próprio buraco.;0;0
1145;Ó a Skynet vindo aí;0;0
1146;"E sempre assim: Primeiro foi com o Nobel (dinamite); o Einesten e outros (bomba atómica). Brincam aos deuses, depois quando dá m**** vêm lamentar. Entretanto o ser humano fica cada vez mais a beira da extinção, com esses nossos ""cientistas"".";0;0
1147;Sinceramente os riscos são enormes;0;0
1148;Espera daqui 5  ha 10 anos.   👀;0;0
1149;Ferrou.  😮;0;2
1150;Tarde demais.   😢😢;0;0
1151;"Desconfiar de tudo, inclusive de quem monta a notícia.
Que Deus nos desperte.";2;2
1152;Corre  que  isso  e  imundo  e  podre  sai  fora;2;2
1153;Sou a favor da IA . Isso e propaganda falsa . Desenvolvimento da inteligência artificial e importante e tem que continuar. Para de tentar ajudar o elon musk;1;1
1154;Isso me faz lembrar o filme do homem aranha, onde a inteligência do opositor acabou por destruí-lo.;0;0
1155;É só o começo;0;0
1156;...e a imagem da besta ganhou vida e fez com que fossem mortos todos que não a adoravam... Entendedores entenderão 😢;0;0
1157;"Comunicação ae dentro da tradução da percepção da inteligência artificial, atividade atualizada. 
E justiça inovadora e proporcionará a mim um cognição melhor por abitos e conservação paciência na evolução de condições, considerações e costumes kkkk.";2;2
1158;Me fez lembrar a frase de Freud, teríamos feito melhor se tivéssemos permanecido na ignorância.;0;0
1159;"A mídia tocando terror nos países subsenvolvidos. O
Velho se aposentou por idade.  E as potências estão  a todo vapor rumo a A.G.I.";2;2
1160;O cara cita o presidente Putin como uma ameaça, mas a verdade é que o poder Norte Americano é uma ameaça para mundo.;2;2
1161;Eu acredito que como a roda 🛞 uma vez inventada não tem como retornar e fingir que não existe… Agora e desenvolver e ser o mais responsável possível a mesma roda existe em trator 🚜 e tanque de guerra… O mesmo poder nuclear ☢️ existe em uma bomba 💣 ou em uma usina elétrica… Cabe a todos nós escolher um caminho de paz e prosperidade ou de miséria e guerra.;1;1
1162;Agora que ganhou dinheiro a vida toda ferrando e escravizando  a mente humana por interesse comercial dos seus patrões vem com esta de bom moço arrependido...ora ,tudo tem seus dois lados...;2;2
1163;Achei curioso que a pessoa mal intencionada é o Vladimir Putin, sempre o outro, mas jamais um presidente americano. 👀;2;2
1164;A.chave.esta.na.mao.certa..Fica. Em. Paz;1;2
1165;Saiu.por.falta.de.capacidade;2;2
1166;SkyNet é real;0;0
1167;nem precisa ser um chat box,para superar o nível de conhecimento de um ser humano.o Google mesmo, já o supera.;2;2
1168;Basilisco de rocco;0;0
1169;Se a ia conseguir voltar no tempo ela será um dos Deuses   que conhecemos atualmente;0;0
1170;O cara trabalha a vida toda para ajudar desenvolver tal coisa, agora porque está fora e no bico do corvo fica com essa paranóia. Porque ele não pensou antes, só agora? Lixo!;2;2
1171;Por que Putin é a pessoa mal intencionada sendo que os norteamericanos são as desgraças pra muitas nações?;2;2
1172;Anotem aí: em algum momento vai dar uma pane no sistema da internet, contas de banco bloqueadas, dinheiro sumindo, pane geral na internet. Tudo por causa da IA. Aí vc vão ver o q é caos no mundo com tudo isso acontecendo ao msm tempo;0;0
1173;Isso é o fim Da Humanidade, quando esses Robos matar o proprio chefi sera Tarde de Mai's;0;0
1174;As IAs iram ver que o ser humano por mais que se diga evoluído so fazem erd, guerras divisões manipulações egoísmo e todos os ismos que não resolve nada, a skynet  vai resolver isso tudo.hahaha;0;0
1175;"""É hora de me aposentar""... BBC: ""Padrinho da IA pediu demissão do Google """;2;2
1176;A verdade é que criaram e estão lucrando muito com isso... Essas máquinas trabalham em prol daquele 1% de gente que realmente estão ditando as regras do mercado desde o início deste milênio...;0;0
1177;A vida imitando os filmes.. não é mera coincidência, disso tenho certeza.;0;0
1178;A catástrofe está anunciada. É questão de tempo.;0;0
1179;DISSE UM MONTE DE COISAS REPETIDAS SEM PROVAS DE NADA EFETIVA;2;2
1180;"FINAL DOS TEMPOS ......
A CIÊNCIA FALA O QUE A BÍBLIA JA AVISA A MUITO TEMPO , QUE VERIAM TEMPOS DIFÍCEIS...
JESUS É O CAMINHO !
JESUS DISSE QUE NO FINAL DOS TEMPOS HAVERIA GUERRAS , RUMORES DE GUERRAS , FOMES , DOENÇAS E TERREMOTOS EM VARIOS LUGARES DO MUNDO , Sinais no Céus no mar e Coisas Espantosas, disse que esses sinais é o princípio de dores , disse que esses sinais está perto do fim , más quando o mundo ver todos os sinais não passará uma geração. hj o Sistema de informação, a internet a TV etc, deixa nós todos informados, a 50 anos atrás jamais veríamos esses sinais , igual vimos hj com a era da informação. Veja que o homem esta destruindo o mundo por dinheiro e poder , veja que o mundo está uma bagunça cada vez mais , porque as pessoas estão se afastando de Deus . Na bíblia diz que no fim o Homem ia ser mais amigo dos prazeres do que de Deus, que a maldade ia se multiplicar e o amor de muitos ia esfriar . A BÍBLIA diz que o último sinal para a volta de Jesus é um Governo mundial, um sistema único, vai se levantar um lider político que vai ser o anticristo, hj os presidentes de muitos países ja diz que a solução para crise climática é se unir .. Jesus disse: e esse evangelho sera pregado no mundo todo ai vira o fim . O fim dos tempos, vai ser o fim de toda a maldade e um novo mundo , vai ser Maravilhoso, Jesus vai Reinar e Havera Paz .A palavra esta sendo pregada por todo os cantos, por esse comentário, até pra quem não quer ouvir. Siga o ensinamento de Jesus, ame o próximo, e sua vida muda pra melhor , como a minha mudou . E me libertou de vícios ,erros , tristezas , essa vida é passageira mais o espírito é eterno. Siga Jesus e tenha Uma vida Abençoada . ;)";0;0
1181;"Perigo é a humanidade, sede de poder, de controle e ganância.. 
 Isso é inevitável, a tendência é a humanidade se cerca de controles .
 Esse papp furado de robos controlar , é conversa fiada.";0;0
1182;AI vai manjar tanto, mais tanto... que o seu intento em interacoes nao sera o de intercambios positivos, atendimento qualificado e aprendizados mutuos, mas dar cheque mate e lacrar...;1;1
1183;É para rir da piada. Acordar o homem é um ser multidimensional que pode chegar ao Paraíso eterno. A tecnologia negativa nunca vai substituir nada,  e agora era do Espírito Santo e  juizo universal de Deus  vai ser eliminada junto com seus criadores.;0;0
1184;"Algo que não vi ainda ser levada para a discussão é o fato de que essas IAs podem ser usadas para dominar todas as pessoas de uma forma mais profunda (dominados já somos em níveis mais superficiais). Vou dar um exemplo. Imagine que os detentores dessa tecnologia peçam para a IA desenvolver uma forma de gerar, por meio dos smartphones, ondas eletromagnéticas específicas que gerem pensamentos específicos nas pessoas. Como foi mostrado recentemente com o sujeito tetraplégico que está andando por meio de um dispositivo que lê seus pensamentos e os transforma em impulsos elétricos na sua medula e movimenta seu corpo, os pensamentos produzem ondas eletromagnéticas e o contrário é verdadeiro, ondas eletromagnéticas também produzem pensamentos. Bastaria ""alimentar"" a IA com todo o conhecimento existente sobre ondas eletromagnéticas e cérebro humano e pronto. E não sejamos ingênuos de pensar que o que está disponível pra nós está no mesmo nível do que eles tem pronto em termos de IAs. Nesse momento estamos sendo usados para as IAs aprenderem mais ainda sobre o ser humano por meio da interação que fazemos com elas pelos chats. Não temos nem sequer uma vaga ideia do que já está sendo feito com essas IAs nos laboratórios. Só podemos esperar para ver.";0;0
1185;Como o povo é burro e ignorante quando se trata desse assunto. IA não é inteligente, nunca vai ser, não tem raciocínio, nem vontade, nem consciência. O que o cientista está falando é especificamente sobre a capacidade de armazenar dados e processamento da máquina que ainda não ultrapassou o cérebro humano e que caso ultrapasse pode ser mal utilizada por PESSOAS  má intencionadas.;1;1
1186;É bom;2;2
1187;Redpills automáticamente: NÃO USO APLICATIVOS DE BETA;2;2
1188;Parabéns teu nos inspira.❤;2;2
1189;Westworld total!;2;2
1190;Estamos criando a Matrix;0;0
1191;muito top velho;2;2
1192;Cara tá quase perfeito o lip sync e isso está no início ainda!;0;0
1193;As IAs dominarão o mundo.;0;0
1194;O bom que nem precisa jogar mais so ficar olhando kkkkk;2;2
1195;Fudeuuuuuuuuuuu;0;2
1196;É o bar da Afterlife do Cyberpunk... hehe;2;2
1197;Nada demais;1;2
1198;kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;2;2
1199;O FUTURO É PIKA;1;2
1200;Imagina você usar o microfone pra perguntar;1;1
1201;Coloca legenda pô;2;2
1202;inteligência artificial vai tomar muitos empregos! vai ser *O exterminador a Revolução das maquinas* 🤖💀;0;0
1203;Numa dessa surge um Ryan Reynolds e deixa o Taika Waititi p* da vida;2;2
1204;🥰;2;2
1205;XBOX SERIES S É MELHOR QUE ps5.;2;2
1206;isso tornaria os games muito mais imersivos e realistas muito interessante;1;1
1207;Cara... isso é assustador;0;0
1208;O futuro me da medo;0;0
1209;Westworl cada vez mais real.;2;2
1210;Seus vídeos são muito ruins;2;2
1211;Nossa seria muito louco, um mundo aberto  seria muito mais vivo;1;1
1212;Logo teremos dublagem em várias e várias línguas.🔥;1;1
1213;CHATGPT É MODA E NVIDIA É TOP;2;2
1214;Dá-lhe Davy Jones!! 🙃;2;2
1215;menos dubladores ?;2;2
1216;3:40 kskskskzk, tinha q ser a ubisoft;2;2
1217;realmente assustador e impressionante.;0;0
1218;Essa é a diferença do fã pro fanboy;2;2
1219;Sword art online Alicization;2;2
1220;Westworld nos games, fiquei fascinado tbm;1;1
1221;NPC oráculo.;2;2
1222;Quero que eles falem português;2;2
1223;Seria a ia interpretando o personagem;2;2
1224;Obrigado ChatGPT, sem ele a gente nunca teria acesso a IA livremente;1;1
1225;Todo dia 7 vídeos ou mais sobre o futuro dos games;2;2
1226;Isso nova geração nois queremos;1;1
1227;Imagina só FINAL FANTASY nessa vibe!;1;1
1228;É a nova gameplay do re4?;2;2
1229;Salve Dave Jones;2;2
1230;INTELIGÊNCIA ARTIFICIAL vai longe ainda;1;1
1231;Oia o sexo;2;2
1232;2023, o ano da inteligência artificial 😟;1;1
1233;?;2;2
1234;Não entendí pq solidão é vulnerabilidade,  sinceramente. Será que estar conectado não é vulnerabilidade???;2;2
1235;Bem, no mundo da ficção isso tudo foi previsto faz muito tempo, em detalhes. Um mundo feito sobre medida para o absoluto controle social da ralé.;2;2
1236;O mundo está cada dia mais chato  .  Segundo a minha opinião , e todo copia de copia e pessoas sem talento roubando a capacidade dos outros , tirando o seu trabalho.;2;2
1237;A IA é a grande ameaça do momento aos que vivem de propagar narrativas. Pipocam aqui e ali as primeiras tentativas de demonizá-la, mas felizmente é um caminho sem volta - ela veio para ficar, cada vez mais forte e confiável.;0;0
1238;"Meu maior temor é a AI acabar com a corrupção. 
Aí vai parar tudo .";1;1
1239;A realidade virtual deveria ter se limitado ao mundo gaturro e ao clube penguin;1;1
1240;"Me lembra o livro ""Admirável Mundo Novo"" do Aldous Huxley.";0;0
1241;Com todas essas formas  de manipulação e absurdos gerados por isso,ainda há que não há necessidade de regular os conteúdos de Internet. Se não é por interesse,nem imagino pelo q seja.;0;0
1242;"Cyberpunk é o futuro utópico mais perto de se tornar real do que qualquer outra ficção sci-fi
desde a evolução da IA até o Neuralink";2;2
1243;Hum então você quer regulamentação na internet .;2;2
1244;A inteligência artificial está mudando o jogo, mas um questionamento importante é até onde estamos dispostos a deixar que ela controle nossas vidas? Já temos uma enxurrada de empregos sendo tomados pela IA. Já temos uma infinidade de conteúdos sendo criados de forma automática. A IA já está sendo utilizada para várias formas de manipulação. Ou seja, a pergunta que fica é se, em algum momento, perderemos o controle sobre nossas próprias vidas deixando que as máquinas nos guiem pela direção que quiserem?;0;0
1245;Ulala ,grande!Benza a Deus ,você morreu?;2;2
1246;tomei um susto no ´´até meu pau-er bank´´;2;2
1247;O maior perigo nem é a difusão de fake news e sim fazer com que ninguém mais acredite no que é real, inviabilizando a função da comunicação social e possibilitando a governos negar os seu malfeitos.;0;0
1248;A humanidade encontra-se em um estágio evolutivo onde essa tecnologia apresenta um poder inigualável. Embora estejamos apenas começando a explorar  seu potencial, à medida que novas versões são desenvolvidas, a IA tem melhorado de maneira exponencial. Ao fazer isso, podemos comparar a situação a entregar uma arma carregada a uma criança para brincar. Usada com responsabilidade é uma ferramenta excelente. No entanto, acredito que seja tarde demais para voltar atrás, a bola de neve já se encontra em movimento, descendo a montanha , e não há como detê-la.;0;0
1249;Caraca, é difícil de absorver tudo isso, exatamente o que o Atila fala no final. É sufocante, não dá nem tempo de refletir direito sobre o que tá acontecendo, já vem outra onda te empurrando...;2;2
1250;Pra quem não sabe Napalm é Poliestireno (isopor) com algum combustível líquido (gasolina), apenas para conhecimento.;2;2
1251;Esse cara é real ou é uma inteligência?;2;2
1252;"""Desde a pandemia, não tem nada que eu tenha retratado tanto recentemente"" Carai man, se é o bixão da língua portuguesa.";2;2
1253;O futuro é uma merda hein;2;2
1254;A vida é uma selfie ou ela é um sopro, pra uns é um saco pra outros um sopro. Inquérito.;2;2
1255;É o velho sonho do ser humano de fazer magia... pois é isso que isso se parece, querem manipular e criar a realidade... num click, num pedido pra um gênio da lâmpada, um Rumpelstichen... coisa as mitologias a séculos nos alertam! Magia, (ou o desejo de manipular a realidade a bel prazer) sempre tem um preço e geralmente é de sangue, de alma... ou seja em alguns anos perderemos a sanidade, liberdade e por fim aquilo que nos faz humanos... a alma.;2;2
1256;2:21 Até o meu PAU.. er bank;2;2
1257;"Fico triste em ver uma pessoa com tanto conhecimento, sabedoria e sensatez deliberadamente apoiando uma narrativa super enviesada disfarçada de neutralidade. É a prova cabal que as redes sociais, algoritmos ou AGI são só uma parte do problema - quem cria o conteúdo é tão responsável (ou culpado) quanto, se não mais.

Enquanto escolhe fazer isso, Atila, você se torna parte do problema ao invés de ajudar a resolvê-lo. Uma pena.

Naturalmente, com video monetizado e patrocinado no processo.";1;1
1258;Isso serve também para as vacinas da coid. Que foram enfiadas goelabaixo ... a consequências podem vim daqui a muito tempo...;2;2
1259;Não é saber se vai dar merda é saber quando vai dar merda!;0;0
1260;Provavelmente esse tipo de tecnologia Será usada pelo Anti Cristo;0;0
1261;Essa foto do Papa eu jure que era real hahahah ou seja, porn revenge vai crescer bastante...;2;2
1262;"Sinceramente? 
Quando os magnatas começam a ficar preocupados com alguma coisa, eu paro e presto atenção. Porque esse povo não dá ponto sem nó. Quando eles sabem que vem uma crise mundial, o que vemos eles fazendo? Se precavendo comprando terra, porque sabem que o sistema financeiro vai ruir. E não importa a era da humanidade, terra nunca perde seu valor. Dinheiro perde, porque é uma convenção social. 

Então, quando esses magnatas estão vindo à público falar que vai dar M esse negócio de AI... VAI DAR M!! Porque eles sabem que o metaverso morreu, e não vamos viver um cenário de ""Jogador n° 1"" tão cedo, mas que a AI vai acabar com a estrutura social que temos hoje.... ah vai! 
E sem a estrutura social, não tem ordem pública... não tem capitalismo... não tem dinheiro...  mas tem guerra.";2;2
1263;Vou minimalizar minha atenção com o virtual. Só amenidades de entretenimento, filmes e mensagens para os amigos e parentes. É só apertar o botão do game over. Simples assim.;2;2
1264;Foi eu que inventei o chat gpt? Eu tô aqui de boa, tranquilo... Foram vocês aí??? Também não, né?! todo mundo de boinha...;2;2
1265;☘️;2;2
1266;Ótimo vídeo;2;2
1267;"Falta de conhecimento dói demais, as pessoas que falam em ""burrice artificial"" adoram armas, seguem líderes idiotas e teorias da conspiração, o problema não são as IAs, são os humanos idiotas que nem estudam como elas funcionam ou a usam para fazer coisas erradas, o ser humano sim me assusta. Triste!";1;1
1268;O que é um pilantra?😊;2;2
1269;sempre que vejo comentários em diversos locais ou até mesmo algumas colunas em jornais sérios fico imaginandno 'hmmm, esse cara usou gpt nisso aqui e naquilo ali'... é foda, perdemos a humanidade;0;0
1270;Se Geofrei Hinton visse esse video diria que ele saiu do google por outro assunto. Se aposentou, PRECIS ADESCANSAR... e quer falar sobre AI livremente sem impactar nos negócios de uma empresa. Hinton tem respeito pelo google e não saiu para apavorar o mundo contra a IA.;2;2
1271;Alguém já parou pra refletir que uma possível solução para a legitimidade do conteudo online pode estar ligado a tecnologia NFT?;2;2
1272;*Esse vídeo me deixou assustada. Nunca soube desses ocorridos com radio. Terrível. Penso que se eu comprar um computador novo hoje, no dia seguinte já me arrepeenderei. Estou convicta de que se salvarão os que se voltarem p a natureza, os livros e a Deus. Atenção às msgs das aparições em Garabandal!!  Obrigada, Atila, sempre, pelas informações importantes. Convido aos estudos das Escrituras dos Vedas em meus canais do SoundCloud e YouTube. Bem-vindos (as)!🙏🏻🌷🙏🏿*;2;2
1273;Que venha a inteligência artificial! Boston Dynamics, Tesla Bot e ChatGPT o futuro vai ser diferente...;1;1
1274;Ótimo conteúdo, obrigado!;2;2
